,date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
1422,2024-01-15,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1423,2024-03-11,277.86,202.85,193.51,193.51,4851205,199,33,Up,196.64
1424,2024-03-11,191.4,202.85,193.51,193.51,7377041,199,78,UP,196.64
1425,2024-03-11,191.4,202.85,193.51,193.51,8043896,199,486,Down,196.64
1426,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,down,143.16
1427,2024-03-11,191.4,202.85,193.51,193.51,4851205,262,511,down,196.64
1428,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1429,2024-03-11,191.4,202.85,143.16,193.51,4851205,158,13,UP,196.64
1430,2024-03-11,191.4,202.85,101.37,193.51,4851205,286,199,UP,196.64
1431,2024-03-11,191.4,202.85,259.67,193.51,4851205,199,51,UP,196.64
1432,2024-03-11,191.4,191.49,193.51,193.51,4851205,199,199,UP,196.64
1433,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1434,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1435,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,695,Down,196.64
1436,2024-04-14,191.4,202.85,198.99,193.51,1361444,199,199,Down,196.64
1437,2024-01-02,191.4,202.85,173.27,193.51,7424535,199,199,Down,168.52
1438,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,274,UP,196.64
1439,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,94,UP,196.64
1440,2024-01-14,191.4,142.59,193.51,193.51,4851205,203,98,UP,196.64
1441,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1442,2024-01-14,191.4,202.85,193.51,193.51,8382357,292,15,Down,196.64
1443,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,199,UP,203.15
1444,2024-01-14,191.4,202.85,105.09,193.51,4851205,139,199,Down,196.64
1445,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,515,UP,196.64
1446,2024-01-29,191.4,202.85,193.51,193.51,5150256,199,199,UP,196.64
1447,2024-01-29,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1448,2024-01-29,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1449,2024-01-29,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1450,2024-01-29,191.4,202.85,193.51,193.51,4851205,199,73,Up,196.64
1451,2024-03-18,191.4,276.72,193.51,286.06,4851205,199,25,UP,193.9
1452,2024-03-18,270.5,202.85,193.51,193.51,4851205,199,199,Up,196.64
1453,2024-03-18,191.4,227.46,193.51,193.51,4851205,199,199,Up,219.65
1454,2024-03-18,191.4,202.85,193.51,193.51,4851205,199,588,Up,196.64
1455,2024-03-31,191.4,202.85,224.9,193.51,4851205,199,199,UP,196.64
1456,2024-03-31,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1457,2024-03-31,191.4,202.85,193.51,204.7,3881779,199,199,Down,175.57
1458,2024-03-31,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1459,2024-03-31,191.4,202.85,193.51,193.51,4851205,199,199,down,102.26
1460,2024-03-31,191.4,202.85,231.41,193.51,4851205,199,199,Down,196.64
1461,2024-03-31,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1462,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1463,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,199,UP,234.76
1464,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,429,UP,196.64
1465,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,1413,Down,128.79
1466,2024-02-15,191.4,219.15,193.51,193.51,4851205,199,71,Down,196.64
1467,2024-02-15,248.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1468,2024-02-15,191.4,202.85,193.51,100.85,4851205,199,741,Down,199.99
1469,2024-03-23,191.4,202.85,193.51,193.51,8689539,199,78,Up,120.85
1470,2024-02-14,251.92,202.85,193.51,193.51,4851205,199,79,Up,196.64
1471,2024-02-14,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1472,2024-01-19,191.4,202.85,193.51,193.51,5639955,199,199,Up,196.64
1473,2024-01-19,191.4,103.99,193.51,193.51,4851205,199,242,Up,196.64
1474,2024-01-19,191.4,202.85,193.51,193.51,3455006,199,199,Up,196.64
1475,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,404,Up,177.66
1476,2024-03-25,191.4,163.17,193.51,193.51,4851205,199,1003,Up,261.79
1477,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,199,Up,160.73
1478,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,78,Down,196.64
1479,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1480,2024-03-25,191.4,209.77,193.51,278.61,4851205,116,1487,Up,196.64
1481,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,36,Down,231.93
1482,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1483,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,54,UP,195.51
1484,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1485,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1486,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,1190,down,196.64
1487,2024-03-05,191.4,202.85,193.51,160.94,4851205,199,199,UP,139.96
1488,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,568,Down,196.64
1489,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,199,UP,199.22
1490,2024-03-05,191.4,202.85,193.51,193.51,3944355,199,199,UP,196.64
1491,2024-01-10,287.07,202.85,193.51,193.51,4851205,199,199,Up,272.71
1492,2024-01-10,191.4,202.85,193.51,193.51,4851205,199,199,Down,206.15
1493,2024-01-10,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1494,2024-01-10,191.4,202.85,179.41,193.51,4851205,199,199,Down,216.8
1495,2024-01-10,191.4,183.92,193.51,193.51,4851205,199,199,Down,196.64
1496,2024-01-10,191.4,202.85,193.51,193.51,4851205,283,395,Up,196.64
1497,2024-01-10,191.4,202.85,193.51,193.51,4851205,199,1263,UP,225.91
1498,2024-04-30,191.4,202.85,193.51,127.44,4851205,199,27,UP,196.64
1499,2024-04-30,233.72,274.64,232.07,193.51,4851205,199,74,UP,196.64
1500,2024-04-30,191.4,209.84,193.51,193.51,4851205,199,383,down,196.64
1501,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,1432,Up,196.64
1502,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1503,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,1305,Up,196.64
1504,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1505,2024-04-30,296.34,202.85,193.51,193.51,3438334,199,199,Up,196.64
1506,2024-04-18,191.4,202.85,193.51,193.51,8385230,199,199,Up,196.64
1507,2024-04-18,191.4,230.78,167.52,193.51,4851205,199,199,Up,117.67
1508,2024-02-24,191.4,202.85,280.4,193.51,4851205,181,199,Up,196.64
1509,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,117.12
1510,2024-04-11,289.13,202.85,193.51,193.51,3485703,112,199,down,196.64
1511,2024-04-11,191.4,106.87,193.51,193.51,4851205,199,199,down,196.64
1512,2024-03-17,191.4,292.7,193.51,193.51,4851205,199,199,down,196.64
1513,2024-03-17,191.4,202.85,193.51,193.51,4851205,272,199,down,196.64
1514,2024-03-17,191.4,202.85,193.51,193.51,4851205,199,199,down,261.98
1515,2024-03-17,191.4,202.85,193.51,193.51,7161298,211,199,down,196.64
1516,2024-03-17,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1517,2024-03-17,107.62,202.85,193.51,193.51,4851205,199,199,Down,196.64
1518,2024-03-17,191.4,202.85,269.8,193.51,4851205,199,199,Down,271.25
1519,2024-03-17,191.4,281.65,193.51,193.51,4851205,199,947,UP,232.21
1520,2024-03-17,191.4,202.85,193.51,193.51,2042482,199,199,UP,196.64
1521,2024-03-17,191.4,255.06,193.51,193.51,4851205,199,255,UP,196.64
1522,2024-03-17,191.4,202.85,193.51,193.51,6682360,199,121,UP,196.64
1523,2024-03-17,191.4,202.85,176.32,193.51,4851205,199,199,Down,196.64
1524,2024-03-17,191.4,202.85,193.51,193.51,7286173,199,543,Down,196.64
1525,2024-03-17,191.4,202.85,193.51,193.51,4851205,199,1389,Down,236.61
1526,2024-03-17,191.4,223.01,193.51,193.51,4851205,199,19,Up,190.13
1527,2024-03-17,252.76,202.85,193.51,193.51,4851205,199,404,Up,196.64
1528,2024-03-17,191.4,185.68,193.51,186.75,4851205,199,89,UP,254.94
1529,2024-01-20,191.4,202.85,193.51,193.51,1783124,199,199,UP,196.64
1530,2024-02-01,119.87,202.85,193.51,193.51,4851205,199,80,down,196.64
1531,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,60,Up,196.64
1532,2024-02-01,191.4,202.85,201.39,161.49,4851205,199,771,UP,196.64
1533,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,199,Up,208.09
1534,2024-02-01,248.59,202.85,193.51,193.51,4851205,199,199,down,196.64
1535,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1536,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,1,down,196.64
1537,2024-01-08,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1538,2024-03-28,191.4,202.85,193.51,193.51,4851205,199,822,down,196.64
1539,2024-03-28,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1540,2024-02-29,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1541,2024-02-29,191.4,202.85,193.51,187.02,4851205,199,97,Down,196.64
1542,2024-02-12,191.4,265.34,193.51,193.51,4851205,199,199,down,196.64
1543,2024-02-12,191.4,202.85,193.51,193.51,4851205,199,28,Up,196.64
1544,2024-02-12,191.4,202.85,193.51,193.51,4291486,199,199,Up,196.64
1545,2024-03-02,191.4,202.85,193.51,193.51,4851205,199,199,Up,179.38
1546,2024-03-02,191.4,202.85,193.51,151.19,8275719,199,284,Up,196.64
1547,2024-03-02,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1548,2024-02-05,191.4,202.85,236.09,193.51,4851205,199,685,Up,196.64
1549,2024-02-05,191.4,202.85,193.51,193.51,7145354,199,15,Down,196.64
1550,2024-02-21,191.4,202.85,193.51,193.51,4851205,199,1280,UP,196.64
1551,2024-02-21,191.4,202.85,193.51,169.89,4851205,199,84,UP,137.49
1552,2024-02-21,191.4,202.85,193.51,193.51,4851205,199,811,UP,196.64
1553,2024-04-25,191.4,202.85,275.13,193.51,4851205,199,199,Down,286.66
1554,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,199,Up,274.12
1555,2024-04-25,191.4,202.85,193.51,193.51,4851205,106,199,down,196.64
1556,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,98,down,196.64
1557,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1558,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,50,down,196.64
1559,2024-04-18,191.4,202.85,193.51,193.51,4851205,231,5,Down,196.64
1560,2024-01-06,191.4,202.85,193.51,193.51,4851205,199,21,Down,196.64
1561,2024-01-06,191.4,202.85,193.51,239.4,4851205,232,199,down,196.64
1562,2024-01-06,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1563,2024-01-06,191.4,202.85,193.51,193.51,2538790,199,605,Down,196.64
1564,2024-01-06,191.4,137.47,193.51,193.51,4851205,199,75,UP,111.95
1565,2024-01-06,240.95,202.85,193.51,203.92,4851205,199,199,down,235.9
1566,2024-04-12,191.4,202.85,193.51,299.94,4851205,199,4,down,196.64
1567,2024-04-12,191.4,202.85,193.51,193.51,4851205,199,805,Up,196.64
1568,2024-04-12,191.4,197.03,123.89,193.51,4851205,199,199,Up,196.64
1569,2024-04-12,191.4,202.85,112.48,193.51,4851205,199,199,Down,196.58
1570,2024-04-12,191.4,202.85,193.51,193.51,4851205,199,928,Down,109.16
1571,2024-04-12,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1572,2024-04-12,191.4,202.85,193.51,193.51,3900803,199,199,UP,196.64
1573,2024-04-12,191.4,202.85,193.51,193.51,4851205,199,426,UP,196.64
1574,2024-03-13,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1575,2024-03-13,191.4,202.85,193.51,126.85,4851205,199,199,down,196.64
1576,2024-01-15,191.4,202.85,193.51,266.83,5295519,199,1446,Down,259.67
1577,2024-02-21,191.4,202.85,193.51,193.51,4851205,199,75,Down,196.64
1578,2024-02-21,191.4,202.85,285.3,193.51,4851205,199,199,Down,196.64
1579,2024-02-21,191.4,202.85,193.51,193.51,6356289,199,199,UP,196.64
1580,2024-02-21,296.99,202.85,193.51,193.51,4851205,199,964,down,196.64
1581,2024-03-27,191.4,202.85,106.46,148.75,4851205,199,45,Up,196.64
1582,2024-03-27,191.4,202.85,258.15,193.51,4851205,199,66,down,196.64
1583,2024-01-07,191.4,202.85,193.51,193.51,4851205,257,30,Down,196.64
1584,2024-01-07,191.4,202.85,193.51,291.79,4851205,199,199,Down,156.11
1585,2024-01-07,191.4,202.85,193.51,193.51,4851205,199,767,Down,196.64
1586,2024-01-07,191.4,202.85,193.51,193.51,4851205,199,1040,Down,196.64
1587,2024-01-07,191.4,202.85,193.51,193.51,4851205,199,199,Down,167.23
1588,2024-01-07,191.4,202.85,193.51,193.51,4851205,199,1072,UP,179.98
1589,2024-01-01,191.4,202.85,193.51,193.51,4644385,199,199,down,147.44
1590,2024-04-21,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1591,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,10,Up,196.64
1592,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1593,2024-04-25,191.4,202.85,193.51,193.51,7315725,199,1109,UP,196.64
1594,2024-02-18,191.4,202.85,193.51,236.45,3817370,199,199,Up,196.64
1595,2024-02-18,191.4,202.85,193.51,193.51,4851205,199,199,down,113.48
1596,2024-01-24,191.4,202.85,179.47,193.51,4851205,199,199,UP,196.64
1597,2024-01-19,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1598,2024-01-19,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1599,2024-01-19,191.4,202.85,193.51,193.51,4851205,239,67,down,195.58
1600,2024-01-19,191.4,202.85,193.51,193.51,4851205,199,768,down,196.64
1601,2024-04-12,191.4,202.85,193.51,192.78,4851205,199,199,Up,263.01
1602,2024-04-12,191.4,187.23,180.81,201.3,4851205,199,199,Up,196.64
1603,2024-04-12,191.4,272.54,193.51,193.51,4851205,199,199,Up,196.64
1604,2024-04-12,191.4,202.85,193.51,193.51,5853651,199,199,down,196.64
1605,2024-04-12,265.14,202.85,193.51,209.62,4851205,199,199,down,196.64
1606,2024-04-12,191.4,202.85,193.51,193.51,4851205,199,26,UP,196.64
1607,2024-04-12,285.18,202.85,193.51,187.78,8295564,199,1374,UP,196.64
1608,2024-04-12,191.4,202.85,193.51,193.51,4851205,217,46,UP,196.64
1609,2024-02-12,191.4,251.6,193.51,193.51,4851205,199,199,UP,196.64
1610,2024-02-12,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1611,2024-02-06,191.4,202.85,193.51,193.51,4851205,199,15,UP,206.48
1612,2024-01-22,191.4,202.85,193.51,193.51,4851205,225,199,UP,196.64
1613,2024-01-22,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1614,2024-01-22,191.4,202.85,193.51,193.51,4851205,199,698,UP,297.78
1615,2024-03-25,191.4,201.47,193.51,123.6,4851205,199,199,UP,196.64
1616,2024-03-25,266.43,202.85,193.51,193.51,4851205,199,199,Up,196.64
1617,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,42,Up,196.64
1618,2024-03-25,191.4,202.85,193.51,193.51,4851205,199,953,Up,196.64
1619,2024-03-25,237.59,202.85,193.51,193.51,4851205,199,199,Up,196.64
1620,2024-01-31,191.4,202.85,193.51,193.51,4851205,133,199,Up,263.03
1621,2024-01-31,191.4,202.85,123.57,193.51,7558612,199,1318,Up,196.64
1622,2024-01-31,191.4,139.24,193.51,193.51,4851205,199,45,Down,281.15
1623,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1624,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1625,2024-01-31,191.4,137.98,193.51,193.51,8859069,199,78,Down,163.98
1626,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,377,Down,196.64
1627,2024-01-31,191.4,202.85,193.51,193.51,4851205,174,199,UP,251.38
1628,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,199,UP,103.51
1629,2024-01-31,191.4,202.85,241.41,193.51,4851205,199,199,UP,196.64
1630,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1631,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,68,UP,196.64
1632,2024-04-26,191.4,101.29,193.51,193.51,8628578,199,199,UP,196.64
1633,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,1072,UP,171.97
1634,2024-01-26,191.4,202.85,193.51,193.51,4851205,199,199,Down,263.44
1635,2024-01-26,191.4,202.85,193.51,193.51,4851205,199,113,down,196.64
1636,2024-01-26,191.4,202.85,102.86,193.51,1251580,199,1359,Up,196.64
1637,2024-01-26,206.73,202.85,193.51,144.37,4851205,199,199,Up,196.64
1638,2024-02-18,191.4,211.34,115.97,193.51,6673890,275,199,Up,196.64
1639,2024-02-18,191.4,202.85,223.55,193.51,4851205,199,76,UP,196.64
1640,2024-02-18,191.4,202.85,193.51,193.51,1384147,199,86,UP,196.64
1641,2024-02-18,191.4,237.58,193.51,193.51,4851205,199,1323,UP,196.64
1642,2024-02-18,191.4,202.85,193.51,193.51,4851205,199,39,Down,161.89
1643,2024-02-18,191.4,202.85,193.51,193.51,8863134,199,376,Down,235.94
1644,2024-02-18,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1645,2024-02-18,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1646,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1647,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,10,Up,196.64
1648,2024-04-30,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1649,2024-04-14,191.4,202.85,193.51,193.51,4851205,199,245,UP,196.64
1650,2024-02-08,191.4,202.85,193.51,192.73,4851205,152,240,UP,196.64
1651,2024-02-08,191.4,202.85,193.51,193.51,6906113,199,83,UP,119.83
1652,2024-02-08,276.96,202.85,193.51,193.51,4851205,199,653,Up,196.64
1653,2024-02-08,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1654,2024-02-08,191.4,202.85,193.51,193.51,4851205,199,76,Up,196.64
1655,2024-02-08,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1656,2024-03-07,191.4,202.85,193.51,193.51,4851205,199,199,Down,199.07
1657,2024-03-07,191.4,202.85,193.51,193.51,4851205,199,590,Up,196.64
1658,2024-03-07,191.4,202.85,193.51,235.0,4851205,199,199,Up,196.64
1659,2024-03-07,191.4,202.85,181.78,193.51,4851205,199,199,Up,105.28
1660,2024-03-07,277.79,202.85,193.51,234.0,4851205,199,38,Up,196.64
1661,2024-03-07,191.4,202.85,193.51,193.51,3658679,199,907,Up,196.64
1662,2024-03-07,191.4,202.85,193.51,292.96,8695298,199,199,Up,196.64
1663,2024-03-07,191.4,202.85,193.51,294.43,4851205,199,35,Up,196.64
1664,2024-03-07,191.4,202.85,193.51,248.63,4851205,199,795,Up,206.28
1665,2024-03-07,191.4,202.85,193.51,193.51,2188059,199,14,UP,196.64
1666,2024-03-07,191.4,202.85,193.51,193.51,4851205,199,1110,down,196.64
1667,2024-03-07,191.4,177.21,193.51,193.51,4851205,199,199,UP,196.64
1668,2024-03-07,163.75,202.85,193.51,193.51,4851205,199,71,Up,196.64
1669,2024-03-07,191.4,202.85,193.51,193.51,4851205,199,879,down,196.64
1670,2024-04-28,191.4,202.85,193.51,193.51,1554276,199,199,Down,196.64
1671,2024-02-09,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1672,2024-02-09,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1673,2024-02-09,191.4,222.36,193.51,193.51,4851205,199,199,Down,196.64
1674,2024-02-09,117.21,202.85,193.51,193.51,4851205,199,199,Up,101.14
1675,2024-02-09,191.4,202.85,193.51,187.61,4851205,199,199,Up,196.64
1676,2024-01-16,191.4,202.85,193.51,193.51,4851205,199,199,Down,262.62
1677,2024-01-16,191.4,202.85,193.51,193.51,4851205,182,199,UP,196.64
1678,2024-01-16,191.4,202.85,193.51,259.54,4851205,199,5,UP,196.64
1679,2024-01-16,257.02,202.85,193.51,193.51,4851205,199,199,UP,196.64
1680,2024-01-02,191.4,244.55,193.51,193.51,4851205,199,1487,Down,196.64
1681,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1682,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1683,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1684,2024-01-24,266.09,202.85,193.51,243.8,4851205,199,1118,Up,196.64
1685,2024-01-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1686,2024-01-24,191.4,202.85,193.51,229.83,8424478,229,74,Up,196.64
1687,2024-01-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1688,2024-01-24,191.4,202.85,201.32,193.51,4851205,199,11,Up,196.64
1689,2024-01-24,191.4,202.85,193.51,193.51,4851205,199,19,Up,196.64
1690,2024-03-19,191.4,202.85,193.51,193.51,4851205,199,8,Up,196.64
1691,2024-03-19,191.4,202.85,193.51,193.51,4851205,199,26,Up,196.64
1692,2024-03-21,191.4,202.85,193.51,193.51,4851205,148,199,Up,291.38
1693,2024-03-21,191.4,120.42,193.51,193.51,4851205,199,199,Up,196.64
1694,2024-03-21,191.4,202.85,193.51,193.51,1978781,199,199,UP,196.64
1695,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1696,2024-03-21,191.4,202.85,193.51,143.76,4633279,199,199,UP,196.64
1697,2024-03-21,191.4,202.85,193.51,297.69,4851205,199,199,UP,196.64
1698,2024-03-21,191.4,202.85,193.51,193.51,2485496,199,199,UP,196.64
1699,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,199,down,281.11
1700,2024-03-21,185.13,202.85,193.51,230.46,1835306,199,199,Down,211.98
1701,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
1702,2024-01-14,191.4,202.85,193.51,284.66,4851205,199,199,Down,196.64
1703,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,52,Down,198.28
1704,2024-04-24,218.86,219.14,114.29,193.51,4851205,199,199,Down,273.14
1705,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1706,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,556,Up,196.64
1707,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,238.34
1708,2024-04-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1709,2024-04-11,191.4,202.85,193.51,193.51,4987703,199,1456,Up,196.64
1710,2024-04-11,191.4,202.85,175.13,193.51,4851205,199,95,UP,196.64
1711,2024-04-11,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1712,2024-04-11,191.4,202.85,193.51,193.51,5988857,199,647,Up,196.64
1713,2024-04-11,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
1714,2024-04-11,191.4,202.85,193.51,193.51,4851205,199,1070,down,196.64
1715,2024-01-10,191.4,202.85,193.51,193.51,4851205,199,253,Down,196.64
1716,2024-01-10,191.4,202.85,193.51,193.51,4851205,199,1414,Down,196.64
1717,2024-01-08,191.4,202.85,195.01,193.51,4851205,199,199,Down,276.98
1718,2024-01-08,191.4,202.85,193.51,193.51,5139782,199,199,Down,196.64
1719,2024-01-08,191.4,131.16,193.51,113.74,4851205,199,4,Down,211.01
1720,2024-01-08,191.4,202.85,193.51,193.51,8414170,199,68,Down,212.35
1721,2024-01-08,189.17,202.85,193.51,101.82,4851205,276,36,down,196.64
1722,2024-02-27,191.4,202.85,193.51,193.51,4851205,199,199,Up,183.43
1723,2024-02-27,191.4,202.85,193.51,269.16,4851205,199,45,UP,196.64
1724,2024-02-27,191.4,113.49,193.51,193.51,5564611,199,199,UP,196.64
1725,2024-02-27,191.4,291.75,193.51,193.51,4851205,199,12,Down,148.94
1726,2024-02-04,246.92,202.85,193.51,193.51,5270342,199,199,Down,196.64
1727,2024-02-04,223.08,202.85,193.51,193.51,4851205,199,97,UP,196.64
1728,2024-03-04,191.4,202.85,193.51,193.51,4851205,199,52,down,196.64
1729,2024-03-04,191.4,202.85,171.49,193.51,4851205,199,151,down,196.64
1730,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1731,2024-03-11,191.4,202.85,193.51,257.84,4851205,199,199,down,196.64
1732,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,87,down,196.64
1733,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,Up,156.2
1734,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,40,Up,196.64
1735,2024-03-11,191.4,202.85,193.51,193.51,2552280,199,1493,Up,196.64
1736,2024-03-11,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
1737,2024-03-06,191.4,276.58,193.51,193.51,4851205,199,192,down,196.64
1738,2024-03-06,191.4,202.85,193.51,193.51,4851205,199,472,Down,250.91
1739,2024-03-06,191.4,202.85,193.51,193.51,4851205,199,98,Down,196.64
1740,2024-03-06,160.96,202.85,193.51,193.51,4851205,199,1491,down,165.16
1741,2024-03-06,191.4,202.85,193.51,193.51,4851205,199,200,down,196.64
1742,2024-01-25,191.4,202.85,193.51,193.51,4851205,199,338,down,287.14
1743,2024-01-25,119.42,202.85,193.51,193.51,4851205,153,199,down,196.64
1744,2024-01-25,191.4,202.85,193.51,193.51,4851205,199,0,down,121.63
1745,2024-01-25,191.4,202.85,193.51,193.51,4851205,199,2,UP,156.73
1746,2024-01-25,191.4,233.37,193.51,193.51,1192129,199,199,UP,196.64
1747,2024-01-25,191.4,202.85,193.51,193.51,4851205,199,600,down,166.27
1748,2024-01-25,191.4,202.85,193.51,193.51,4851205,199,48,UP,196.64
1749,2024-01-25,191.4,265.85,193.51,193.51,4851205,199,199,UP,196.64
1750,2024-01-25,253.22,202.85,193.51,193.51,1317351,199,199,down,114.8
1751,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
1752,2024-04-26,191.4,202.85,193.51,297.12,4851205,199,989,down,196.64
1753,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,116,Down,196.64
1754,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,123,down,196.64
1755,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,1083,UP,196.64
1756,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,27,UP,196.64
1757,2024-04-26,191.4,202.85,193.51,232.1,4851205,199,199,down,276.78
1758,2024-04-26,191.4,139.68,193.51,193.51,2670596,199,55,Up,196.64
1759,2024-02-24,191.4,184.96,193.51,193.51,4851205,199,97,Up,196.64
1760,2024-02-24,125.84,202.85,193.51,193.51,4851205,199,199,Up,196.64
1761,2024-02-24,275.55,202.85,240.84,193.51,7673705,199,674,Up,194.52
1762,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
